corp,cfg,name,ip,status
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-深圳电信,218.17.57.120,TCP_FAIL
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-广州电信,183.6.138.218,TCP_FAIL
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-合肥联通,220.248.233.5,EMPTY_MIRROR
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-合肥联通1,218.104.73.2,TCP_FAIL
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-芜湖联通,58.243.182.90,TCP_FAIL
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-青岛联通,123.234.72.130,TCP_FAIL
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-广州联通,211.97.4.58,TCP_FAIL
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-合肥移动,120.210.144.2,EMPTY_MIRROR
国元证券,D:/trader\国元证券股票期权交易系统\hdcf\国元证券通达信\领航独立交易\connect.cfg,HQHOST/国元证券-合肥移动1,221.130.130.4,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\connect.cfg,HQHOST/银河证券阿里云行情,120.76.1.198,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\connect.cfg,HQHOST/银河证券杭州电信,218.75.75.20,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\connect.cfg,HQHOST/银河证券杭州联通,101.71.255.135,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\connect.cfg,HQHOST/银河证券武汉电信,58.49.110.76,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\connect.cfg,HQHOST/银河证券济南联通,60.217.192.168,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\connect.cfg,HQHOST/银河证券上证云行情,222.73.48.27,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2021120208_bak\connect.cfg,HQHOST/银河证券阿里云行情,120.76.1.198,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2021120208_bak\connect.cfg,HQHOST/银河证券杭州电信,218.75.75.20,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2021120208_bak\connect.cfg,HQHOST/银河证券杭州联通,101.71.255.135,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2021120208_bak\connect.cfg,HQHOST/银河证券武汉电信,58.49.110.76,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2021120208_bak\connect.cfg,HQHOST/银河证券济南联通,60.217.192.168,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2021120208_bak\connect.cfg,HQHOST/银河证券上证云行情,222.73.48.27,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022041309_bak\connect.cfg,HQHOST/银河证券阿里云行情,120.76.1.198,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022041309_bak\connect.cfg,HQHOST/银河证券杭州电信,218.75.75.20,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022041309_bak\connect.cfg,HQHOST/银河证券杭州联通,101.71.255.135,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022041309_bak\connect.cfg,HQHOST/银河证券武汉电信,58.49.110.76,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022041309_bak\connect.cfg,HQHOST/银河证券济南联通,60.217.192.168,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022041309_bak\connect.cfg,HQHOST/银河证券上证云行情,222.73.48.27,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022061309_bak\connect.cfg,HQHOST/银河证券阿里云行情,120.76.1.198,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022061309_bak\connect.cfg,HQHOST/银河证券杭州电信,218.75.75.20,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022061309_bak\connect.cfg,HQHOST/银河证券杭州联通,101.71.255.135,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022061309_bak\connect.cfg,HQHOST/银河证券武汉电信,58.49.110.76,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022061309_bak\connect.cfg,HQHOST/银河证券济南联通,60.217.192.168,TCP_FAIL
海王星金融终端v3.0-中国银河证券,D:/trader\海王星金融终端-中国银河证券\Update\2022061309_bak\connect.cfg,HQHOST/银河证券上证云行情,222.73.48.27,TCP_FAIL
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/腾讯云华东信创,109.244.35.28,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/阿里云华东,101.133.231.193,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/阿里云华南,120.79.210.76,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/腾讯云华南,109.244.73.13,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/腾讯云华东信创2,162.14.135.116,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/腾讯云华南信创2,109.244.73.23,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/阿里云华东2,101.133.129.19,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/阿里云华南2,120.24.231.30,INDEX_OK
国信证券,D:/zd_gxzq\connect.cfg,HQHOST/国信东莞,120.234.57.15,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/azure,40.73.76.10,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/alieast,101.133.231.193,INDEX_OK
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/alisouth,120.79.210.76,INDEX_OK
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云上海bgp,103.251.85.23,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云新金桥BGP信创,114.141.177.45,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/东莞移动,120.234.57.15,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云太原移动信创,183.201.231.88,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云广州移动,120.232.150.205,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云广州移动2,120.232.175.76,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云广州电信,58.63.254.247,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云长沙电信,175.6.43.87,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云成都电信,218.6.170.91,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云福州电信信创,27.151.2.43,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云北京联通,123.125.108.9,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云郑州联通信创,182.118.8.6,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2024050608_bak\connect.cfg,HQHOST/上证云新金桥BGP信创,114.141.177.45,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/腾讯云华东信创,109.244.35.28,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/alieast,101.133.231.193,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/alisouth,120.79.210.76,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/腾讯云华南,109.244.73.13,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云上海bgp,103.251.85.23,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云新金桥BGP信创,114.141.177.45,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云太原移动信创,183.201.231.88,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云广州移动信创,120.232.154.199,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云广州电信,58.63.254.247,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云长沙电信,175.6.43.87,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云成都电信,218.6.170.91,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云福州电信信创,27.151.2.43,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云北京联通,123.125.108.9,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/上证云郑州联通信创,182.118.8.6,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026030909_bak\connect.cfg,HQHOST/国信东莞,120.234.57.15,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/腾讯云华东信创,109.244.35.28,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/阿里云华东,101.133.231.193,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/阿里云华南,120.79.210.76,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/腾讯云华南,109.244.73.13,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/腾讯云华东信创2,162.14.135.116,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/腾讯云华南信创2,109.244.73.23,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/阿里云华东2,101.133.129.19,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/阿里云华南2,120.24.231.30,INDEX_OK
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/国信东莞,120.234.57.15,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/上证云福州电信信创,27.151.2.43,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/上证云北京联通,123.125.108.9,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/上证云郑州联通信创,182.118.8.6,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/上证云成都电信信创,182.131.3.228,TCP_FAIL
国信证券,D:/zd_gxzq\Update\2026071708_bak\connect.cfg,HQHOST/国信东莞,120.234.57.15,TCP_FAIL
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/国元证券-合肥电信1,60.173.222.50,EMPTY_MIRROR
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/国元证券-合肥电信2,61.191.48.15,INDEX_OK
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/广州云电信,58.63.252.107,INDEX_OK
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/上海云电信,101.226.180.156,TCP_FAIL
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/成都云电信,61.188.177.227,INDEX_OK
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/国元证券-合肥联通1,220.248.233.5,EMPTY_MIRROR
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/国元证券-合肥联通2,218.106.80.15,EMPTY_MIRROR
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/北京云联通,123.125.108.187,SKIP_IN_POOL
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/国元证券-合肥移动1,120.210.144.2,EMPTY_MIRROR
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/国元证券-合肥移动2,221.130.121.45,INDEX_OK
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/广州云移动,120.232.150.204,INDEX_OK
国元证券,D:/国元领航\国元领航\connect.cfg,HQHOST/上海云移动,103.251.85.87,SKIP_IN_POOL
